ID Client,Nom du Client,Prénoms du Client,Date de Naissance,Date d’Entrée en Relation,Adresse Postale,Ville,Pays,Continent,Numéro de Téléphone,Code Postal,Email
631,Rousset,Marie,1983-10-24,2014-03-06T14:30:56.287485,"99, rue Perrin",Langlois-sur-Mer,France,Europe,+33 (0)2 50 66 57 74,90338,thibault33@loiseau.com
632,Leroy,Margaret,1996-07-29,2009-03-28,chemin Alix Gros,Blanchard,France,Europe,01 98 35 03 96,60844,henriettechevallier@tiscali.fr
633,Mendès,André,1935-09-13,2022-02-12,rue Pierre Grondin,Saint Charlotte,France,Europe,08 09 35 30 64,12899,arnaudeberger@gilles.fr
634,Bailly,Andrée,2000-09-13,2014-03-06T14:30:56.287485,"42, avenue Mahe",Samson,France,Europe,+33 (0)5 58 89 53 77,85658,qrousset@begue.com
635,Camus,Françoise,1939-07-13,2019-03-27,avenue Franck Rossi,Pages,France,Europe,0398516205,20437,robertthibault@martin.com
636,Pelletier,Marcel,1953-07-29,2014-03-06T14:30:56.287485,"2, rue de Morvan",Letellier-sur-Gonzalez,France,Europe,0585047076,39155,frederiquehebert@prevost.org
637,Techer,Chantal,1965-02-07,2019-01-02,"2, rue de Navarro",Michaudnec,France,Europe,+33 1 81 46 77 32,43999,hsanchez@club-internet.fr
638,Bouchet,Auguste,1947-03-16,2014-03-19,"265, chemin de Poulain",Lopez-la-Forêt,France,Europe,,79199,ollivierpatrick@lacroix.net
639,Pruvost,Nicole,1981-02-10,2019-11-13,"75, avenue de Gomes",Moreno,France,Europe,,70245,eugene18@noos.fr
640,Pasquier,Thérèse,1941-11-09,2012-09-16,"93, chemin Parent",Muller,France,Europe,+33 1 19 34 09 71,22465,clemencetoussaint@ruiz.net
641,Le Roux,Théophile,1937-10-11,2010-08-05,"834, rue Faure",Menard,France,Europe,+33 (0)3 42 64 29 74,37424,brunetsimone@bouygtel.fr
642,Bouvet,François,1962-05-11,2020-09-26,"7, avenue Capucine Bouvier",Cohen,France,Europe,+33 2 82 67 44 67,84550,ferreirazacharie@lefort.net
643,Chauvet,Julien,1972-02-21,2015-05-13,avenue Océane Barthelemy,Clément,France,Europe,0536447266,49692,lucas39@noos.fr
644,Thomas,Paul,1951-06-04,2020-12-07,"385, chemin Hebert",SimonBourg,France,Europe,+33 3 00 03 30 07,68324,smarques@valentin.fr
645,Lemoine,Marine,2004-10-05,2018-03-20,"843, boulevard Jérôme Ruiz",Chauveau,France,Europe,0114224634,88570,qmichel@lemaire.org
646,Clément,Juliette,1971-01-20,2015-02-14,"9, rue de Joly",Sainte Christophe,France,Europe,,83299,margot95@brunet.fr
647,Martel,Laurent,1980-06-06,2017-11-09,"18, boulevard Célina Durand",Lenoir-sur-Mer,France,Europe,+33 (0)6 50 08 59 33,85891,qmonnier@tele2.fr
648,Antoine,Adrienne,1974-03-04,2014-05-29,"53, boulevard Royer",LedouxBourg,France,Europe,0179059891,22320,yleleu@gimenez.fr
649,Julien,William,1964-11-20,2024-02-18,"137, chemin Alexandrie Gilles",Nicolas-les-Bains,France,Europe,,78002,clercjean@blanc.com
650,Delahaye,Thibaut,1972-12-11,2014-03-06T14:30:56.287485,chemin Franck Pereira,Merle-les-Bains,France,Europe,+33 6 11 84 00 05,66956,ferrandjacqueline@grenier.fr
651,Chartier,Alexandrie,1953-07-23,2016-03-09,"457, rue Devaux",Vincent-sur-Wagner,France,Europe,04 06 21 14 21,29439,bonninedith@brunel.com
652,Blin,Denise,1955-03-01,2012-08-28,"700, chemin Tanguy",Gauthier,France,Europe,0302795715,55865,jturpin@briand.com
653,Camus,Manon,1986-11-16,2017-06-30,"80, rue de Richard",Baudryboeuf,France,Europe,06 05 05 50 97,17499,philippine78@voila.fr
654,Maurice,Isaac,1965-02-24,2014-03-06T14:30:56.287485,"60, boulevard Rousseau",Saint Augustin-les-Bains,France,Europe,+33 4 67 64 14 45,74722,anais40@ifrance.com
655,Meyer,Georges,2003-10-09,2014-03-06T14:30:56.287485,"28, rue Blanc",Lenoirdan,France,Europe,+33 (0)8 05 76 72 82,93908,emmanuellemichaud@ferreira.com
656,Girard,Simone,1949-11-24,2015-06-06,"98, avenue de Fischer",Ferrandboeuf,France,Europe,0179580795,35381,frobin@gilbert.com
657,Voisin,Raymond,1995-06-21,2012-06-01,"307, boulevard Evrard",Letellier,France,Europe,04 04 09 42 86,26678,gdescamps@colas.com
658,Gérard,Édouard,1999-04-28,2010-03-22,avenue Vasseur,Maury,France,Europe,01 26 41 49 34,38251,oceane24@orange.fr
659,Berger,Élise,1950-01-28,2014-03-06T14:30:56.287485,"72, chemin de Lemaître",Reynaud,France,Europe,+33 (0)1 20 66 17 74,45262,ramossuzanne@club-internet.fr
660,Ribeiro,Anaïs,1955-03-31,2015-05-09,"946, rue Foucher",Gillesdan,France,Europe,+33 6 63 76 99 38,67722,eberger@gmail.com
661,Collet,Charlotte,1977-02-20,2017-12-12,"19, rue de Charles",Gosselin,France,Europe,0636988477,29314,guillotmargot@yahoo.fr
662,Marchand,Gabrielle,1980-02-22,2019-08-17,"42, rue Pires",Joubert,France,Europe,,92720,tanguymaryse@lebon.fr
663,Menard,Claire,2002-12-23,2016-08-07,chemin Fabre,Ruiz,France,Europe,+33 2 48 36 82 87,63636,nicolasguillaume@lefort.com
664,Benard,Benjamin,1964-04-10,2013-03-31,"28, avenue Grégoire Menard",Sainte Jeanninenec,France,Europe,0544691273,30210,alexandriepicard@moreno.fr
665,Dupont,Élisabeth,1972-09-16,2010-10-01,"70, rue de Bègue",Saint Victor,France,Europe,+33 (0)4 06 66 18 50,01857,ilopez@ifrance.com
666,Henry,Christelle,1945-12-25,2013-03-10,"607, avenue de Joubert",Jacob,France,Europe,0327082135,65729,patrick47@ollivier.net
667,Lacombe,Chantal,1971-05-07,2017-05-31,avenue Faivre,Saint Christiane,France,Europe,+33 (0)5 26 96 28 42,47689,josephcecile@lebrun.com
668,Godard,Jeanne,1969-04-14,2013-01-10,"61, avenue Chauveau",LenoirBourg,France,Europe,0669779803,77033,lefevregabriel@sauvage.fr
669,Guillaume,Agathe,1934-11-24,2020-04-03,"96, rue de Simon",Guibert-sur-Bernier,France,Europe,+33 6 57 77 22 96,85644,sbouvet@dbmail.com
670,Marie,Lucie,1988-08-02,2014-03-06T14:30:56.287485,"66, rue Nathalie Poirier",Saint Jacques,France,Europe,08 08 60 17 35,99308,anastasie32@lucas.org
671,Bailly,Théophile,2002-07-14,2023-08-07,"1, chemin Roux",De Oliveira-sur-Besson,France,Europe,+33 1 59 45 29 55,51918,bonneaulouis@joubert.com
672,Launay,Madeleine,1986-01-27,2017-06-25,"33, rue Grégoire",Bernardnec,France,Europe,+33 (0)5 68 53 91 90,24628,gilbertallard@leduc.fr
673,Millet,Susan,2002-09-08,2022-04-15,"93, boulevard de Marchand",Étienne,France,Europe,+33 (0)8 04 79 88 98,94445,boucherhenri@denis.fr
674,Pottier,Anaïs,2003-07-10,2013-10-28,"7, avenue de Didier",MeyerBourg,France,Europe,+33 (0)6 27 16 60 28,59580,labbetimothee@masson.org
675,Dos Santos,Théophile,2000-08-23,2015-03-18,rue Mahe,GirardVille,France,Europe,+33 8 03 50 88 15,98501,marianneroyer@payet.com
676,Marty,Auguste,1994-10-14,2010-05-06,"6, rue Christiane Guillot",SeguinBourg,France,Europe,+33 (0)2 41 14 53 45,58761,carpentierolivier@hotmail.fr
677,Tessier,Vincent,1966-12-13,2011-01-21,"367, rue Blanc",LévêqueBourg,France,Europe,,77425,gonzalezstephane@salmon.fr
678,Henry,Audrey,2000-04-17,2018-03-31,"83, rue Michelle Renard",Sainte Agatheboeuf,France,Europe,+33 (0)3 72 34 18 15,30668,margaux72@hoarau.net
679,Lecoq,Frédérique,1934-03-17,2014-06-18,"69, chemin Laurent Renard",Petit,France,Europe,0452078883,01568,collincorinne@yahoo.fr
680,Gomez,Laetitia,1938-10-17,2023-01-22,"2, boulevard Célina Colas",Boyer,France,Europe,+33 (0)8 04 70 63 02,51133,smaillet@voila.fr
681,Guillaume,Diane,1943-06-07,2014-10-08,"6, boulevard de Albert",Bouvetdan,France,Europe,,95658,leleuhonore@orange.fr
682,Chevalier,Madeleine,1960-03-08,2021-06-03,"37, rue Dorothée Torres",Giraud-les-Bains,France,Europe,04 49 82 92 80,56561,nicoleclerc@dias.com
683,Ferreira,Marthe,1934-03-01,2010-04-13,boulevard de Meyer,Diaz,France,Europe,01 03 10 43 36,24043,raynaudlouis@michel.fr
684,Marie,Maurice,2005-06-10,2018-02-11,"19, rue Marion",Pages-sur-Dupuis,France,Europe,0290777281,79049,gilbertlaurence@live.com
685,Bernard,Madeleine,1986-08-13,2021-06-29,"98, boulevard Voisin",ThibaultBourg,France,Europe,+33 (0)6 62 28 59 80,71452,rollandanouk@wanadoo.fr
686,Godard,Philippine,1963-06-07,2015-09-03,"37, boulevard de Hoareau",Gomes,France,Europe,0572609229,94000,michele00@descamps.com
687,Charles,Margot,2004-10-21,2009-04-15,"71, rue Leconte",BerthelotBourg,France,Europe,0338886026,72288,denise38@club-internet.fr
688,Munoz,Agnès,1951-04-16,2023-06-28,"64, rue Bonnet",Arnaud-sur-Mer,France,Europe,01 32 43 99 81,84356,eleonoregodard@leger.fr
689,Delorme,Maurice,1942-03-02,2010-01-31,"1, rue Bernadette Potier",Bertrand,France,Europe,+33 (0)1 84 74 76 75,66774,sebastienbertrand@voila.fr
690,Sauvage,Christine,1977-04-05,2012-02-14,"27, rue Thibaut Simon",Maheboeuf,France,Europe,+33 (0)5 04 20 09 24,16172,edith82@gaillard.fr
691,Lacroix,Théodore,1938-05-14,2017-07-24,"3, chemin de Faivre",Sainte Éléonore,France,Europe,03 48 31 30 68,93212,capucinepruvost@poulain.net
692,Benard,Lucy,1938-04-08,2022-10-03,"405, rue de Lebreton",Bouchernec,France,Europe,,16128,moreaugerard@chauveau.org
693,Menard,Dominique,1954-09-20,2015-01-29,"69, rue de Courtois",LucasBourg,France,Europe,05 56 85 23 95,25866,zacharie37@tiscali.fr
694,Benoit,Christine,1963-05-16,2016-08-31,"18, rue de Rossi",Rossiboeuf,France,Europe,01 66 34 09 63,70939,jbourgeois@live.com
695,Lejeune,Vincent,1959-03-05,2021-11-10,"623, avenue de Philippe",ChevalierBourg,France,Europe,+33 1 68 01 39 06,32124,sabineruiz@dbmail.com
696,Masse,Thibault,1966-11-18,2010-10-30,"264, boulevard Blin",Clerc,France,Europe,,93767,monnierbenoit@tiscali.fr
697,Lecomte,Maurice,2004-07-07,2014-03-15,"39, avenue de Maillet",Turpin-la-Forêt,France,Europe,,60422,dijouxnoel@club-internet.fr
698,Mendès,Alexandria,1956-10-20,2014-03-06T14:30:56.287485,"71, boulevard Éléonore Collin",Fourniernec,France,Europe,+33 8 09 51 91 28,10992,julienjeanne@wanadoo.fr
699,Lebon,Julie,1950-07-04,2014-03-06T14:30:56.287485,"62, avenue Courtois",Boucher,France,Europe,0464115066,61962,guillaumechartier@gmail.com
700,Simon,Véronique,1958-08-17,2011-01-08,rue Laine,Pages,France,Europe,08 00 43 89 34,60501,lucielamy@mahe.fr
701,Poulain,Arnaude,1950-05-09,2014-03-06T14:30:56.287485,"8, rue Danielle Schmitt",Rossi,France,Europe,0116150988,37005,frederiqueroux@sfr.fr
702,Bailly,Henri,1972-05-16,2019-01-10,"482, rue Audrey Gilles",Peron,France,Europe,+33 2 29 39 11 26,98474,sabinenavarro@faivre.com
703,Samson,Marianne,1962-05-01,2021-03-29,"75, rue Monnier",DuvalBourg,France,Europe,01 15 47 45 82,48886,sylvie65@orange.fr
704,Laporte,Christelle,1997-05-24,2009-12-31,"4, avenue de Gay",Saint Georges,France,Europe,0174458985,73455,bousquetalexandre@pierre.fr
705,Aubert,Roland,1954-01-20,2023-08-11,"56, rue Philippe",Da Costa,France,Europe,+33 (0)1 15 82 67 45,42835,agnes08@yahoo.fr
706,Diaz,Élodie,1940-09-02,2014-12-29,rue Bègue,Saint Jérômeboeuf,France,Europe,+33 6 03 80 33 78,69815,vtraore@pages.com
707,Leroy,Virginie,1985-06-24,2019-12-18,avenue Arnaude Girard,LucasVille,France,Europe,+33 (0)4 77 26 25 66,05701,earnaud@live.com
708,Hoareau,Éric,1956-03-23,2010-07-04,"4, avenue de Buisson",Henry,France,Europe,,62328,etiennehenry@julien.org
709,Leblanc,Stéphanie,1989-11-13,2018-02-23,boulevard Julie Lefèvre,ChauveauBourg,France,Europe,+33 5 75 40 83 28,15865,davidcarlier@caron.fr
710,Foucher,Marthe,1966-07-28,2018-10-24,"21, chemin Martineau",Raymond,France,Europe,0803525798,19645,yandre@barbier.com
711,Potier,Henriette,1949-02-23,2011-04-26,"45, rue Rocher",Sainte Christinedan,France,Europe,+33 6 68 89 58 00,71170,jacquotclaire@reynaud.org
712,Tanguy,Maggie,1934-01-07,2023-02-22,"80, rue Laurence Guibert",Bodin,France,Europe,,10930,lemaitresylvie@free.fr
713,Bonneau,Maurice,1962-03-12,2021-09-12,"876, avenue Emmanuel Guillet",Cousin,France,Europe,02 00 32 28 90,19736,timotheelesage@orange.fr
714,Jacob,Madeleine,1938-12-24,2022-09-01,"615, rue de Nguyen",Devaux,France,Europe,,28599,nathalie51@club-internet.fr
715,Arnaud,Margot,1951-11-09,2020-12-05,"86, boulevard de Lamy",Delaunay,France,Europe,0181427637,36991,valerie52@de.com
716,Ferreira,Henriette,1995-06-29,2017-03-03,"531, rue de Moreno",Sanchez,France,Europe,+33 (0)2 16 91 39 25,62938,ebodin@club-internet.fr
717,Lamy,Jérôme,1938-06-04,2015-03-21,"99, rue Arnaude Ramos",Sainte Margaux,France,Europe,+33 (0)4 66 87 40 59,71505,descampsrenee@free.fr
718,Dumont,Jeannine,1980-04-22,2019-07-29,"48, avenue de Briand",Julien,France,Europe,+33 (0)5 05 82 16 82,13157,hoareaususan@bouygtel.fr
719,Vasseur,Alexandria,1966-09-16,2018-12-18,"6, rue de Collet",Sainte Jeanne,France,Europe,+33 2 31 72 28 04,88305,barbeolivier@bouygtel.fr
720,Bourdon,Hélène,1981-08-10,2014-03-06T14:30:56.287485,"4, avenue de Bourdon",Saint FrançoisBourg,France,Europe,+33 (0)4 25 60 41 66,00409,levequeguy@sfr.fr
721,Gilbert,Denise,1937-02-10,2019-02-05,"6, rue Peltier",Saint André,France,Europe,+33 (0)8 03 53 97 15,46607,laurentblot@martin.fr
722,Descamps,Zoé,2005-01-31,2014-08-27,"22, boulevard Célina Pruvost",Sainte Sylvie,France,Europe,+33 (0)1 25 68 17 49,77071,adrien88@langlois.fr
723,Didier,Émile,1997-05-29,2023-09-15,"774, boulevard de Vidal",Morel,France,Europe,+33 (0)1 21 34 02 75,68707,fdupuy@ifrance.com
724,Bonneau,Célina,1983-05-03,2012-07-28,"22, boulevard Clémence Pascal",Bouvet-sur-Berthelot,France,Europe,0679401163,76786,toussainttristan@bouygtel.fr
725,Carlier,Denis,1942-02-01,2011-02-08,"18, rue Isabelle Delattre",Mathieu,France,Europe,,01070,marianne89@noos.fr
726,Roche,Valérie,1982-11-20,2017-11-12,"1, boulevard Vincent",Sainte Margot,France,Europe,,21980,vcarre@club-internet.fr
727,Gautier,Margaret,1954-04-28,2016-02-20,rue de Ribeiro,DupuisBourg,France,Europe,,52679,costamarc@noos.fr
728,Vidal,Catherine,1955-03-29,2014-03-06T14:30:56.287485,"67, rue Coste",LemaîtreBourg,France,Europe,0483535290,15552,nlanglois@yahoo.fr
729,Brun,Julie,1986-09-11,2011-07-26,rue de Wagner,Berthelot,France,Europe,0270449268,64605,fcarpentier@gmail.com
730,Allard,Louis,2000-06-24,2014-06-15,"3, rue Boyer",Lefebvre,France,Europe,+33 (0)5 95 64 51 84,43211,laetitialaine@free.fr
731,Goncalves,Daniel,1989-06-21,2016-03-27,"937, rue Philippe Launay",Sainte Inès,France,Europe,+33 (0)3 05 01 57 50,47546,emmanuelledeschamps@sfr.fr
732,Lacroix,William,1950-10-18,2024-02-01,"50, chemin Martins",Saint Roger-les-Bains,France,Europe,+33 6 86 61 88 35,21492,vberthelot@club-internet.fr
733,Renard,Charlotte,1978-11-10,2015-07-05,boulevard Chauvin,Saint Sylvieboeuf,France,Europe,,92706,berthelotchantal@wanadoo.fr
734,Pichon,Bernadette,1954-06-02,2014-12-09,"66, avenue François Teixeira",Olivierboeuf,France,Europe,08 04 21 69 69,32959,gblondel@rolland.com
735,De Sousa,Alexandrie,2005-08-13,2014-03-06T14:30:56.287485,"633, avenue Marcel Royer",Saint Antoinettedan,France,Europe,+33 4 19 94 84 40,56285,louisechevalier@orange.fr
736,Fischer,Aurélie,1956-03-20,2023-04-01,"98, rue Lelièvre",Pinto,France,Europe,+33 (0)2 05 14 89 40,49706,legendreandree@dumas.fr
737,Lévy,Yves,1999-08-24,2014-03-06T14:30:56.287485,"82, chemin de Boucher",Sainte Thibault,France,Europe,0461045606,99147,humbertveronique@gay.org
738,Daniel,Raymond,1935-11-14,2009-11-17,rue Bernard Thierry,Moreno-sur-Lombard,France,Europe,+33 5 54 04 17 50,61885,thierry07@free.fr
739,Lebreton,Michelle,1994-06-08,2021-11-19,"19, chemin Perrin",Gauthier-sur-Mer,France,Europe,0809846517,81324,briandnathalie@hotmail.fr
740,Bruneau,Henriette,1956-05-11,2009-09-14,"90, chemin Alix Bonnet",Blinnec,France,Europe,+33 2 53 67 67 96,99018,gerard80@club-internet.fr
741,Louis,Gilbert,1933-08-02,2012-01-04,"90, boulevard de Baudry",Saint Arthur,France,Europe,+33 6 41 41 32 70,31207,baronclaudine@tiscali.fr
742,Bourdon,Benoît,1979-01-05,2020-08-21,"24, avenue Bernadette Mendès",Maréchal-sur-Mer,France,Europe,+33 8 05 97 64 04,23620,susan62@laposte.net
743,Picard,Thierry,1977-12-05,2017-06-09,"9, avenue Dubois",VoisinVille,France,Europe,+33 (0)6 34 58 20 21,73087,goncalvesvirginie@launay.fr
744,Fleury,Madeleine,1995-04-30,2014-03-06T14:30:56.287485,"49, boulevard Masse",Cordier,France,Europe,08 01 33 37 27,81496,benoit30@tele2.fr
745,Chauveau,Virginie,1938-06-19,2024-01-05,"86, avenue de De Sousa",Saint Antoinedan,France,Europe,+33 (0)8 06 38 11 26,26028,kriou@noos.fr
746,Besson,Adèle,1967-08-30,2010-05-12,"81, chemin Françoise Meyer",Dupontnec,France,Europe,,48646,flamy@ifrance.com
747,Delaunay,Françoise,1967-04-21,2023-06-13,"4, avenue Mallet",Cohen,France,Europe,06 77 46 83 51,44889,ilenoir@coste.com
748,Breton,Nath,1980-12-10,2014-03-06T14:30:56.287485,"74, boulevard de Bazin",Ribeiro,France,Europe,0162527687,55493,renee07@weber.com
749,Gonzalez,Alexandria,1952-10-25,2009-05-06,"793, avenue de Guillon",LégerBourg,France,Europe,,78947,gmonnier@yahoo.fr
750,Pineau,Philippe,1974-01-14,2020-03-04,boulevard Mahe,Pages,France,Europe,+33 6 95 58 65 54,15108,thibault98@wanadoo.fr
751,Gimenez,Patricia,2002-12-05,2017-08-03,"82, boulevard Ollivier",Pereira-sur-Pruvost,France,Europe,,51836,edouardperrin@gmail.com
752,Le Roux,Adrien,1933-11-18,2022-07-29,"6, boulevard Hernandez",Massondan,France,Europe,+33 5 68 43 98 15,30265,patriciahumbert@sfr.fr
753,Germain,Suzanne,1943-10-26,2011-12-02,"44, chemin Pénélope Meyer",Cordierdan,France,Europe,0150664288,68918,thibaultpatricia@noel.com
754,Lemonnier,Stéphanie,1993-09-25,2013-03-29,"84, rue de Delattre",Sainte Adélaïde-sur-Mer,France,Europe,0669273845,97187,veronique23@coulon.com
755,Guyot,Chantal,1968-07-19,2013-11-16,"2, boulevard de Seguin",Saint Suzanne,France,Europe,+33 (0)4 94 27 94 34,55391,foucheramelie@dbmail.com
756,Moreau,Antoine,1951-05-06,2020-03-23,"76, rue de Peltier",Sainte Pauline,France,Europe,0252605104,99735,maggienguyen@mendes.fr
757,Bailly,Manon,1979-07-17,2012-02-07,"9, rue Reynaud",Lebrun-la-Forêt,France,Europe,+33 (0)4 44 46 95 40,47088,hperez@voila.fr
758,Wagner,Denise,1956-10-23,2011-03-18,rue de Philippe,Lejeune,France,Europe,,70083,reneemunoz@barre.net
759,Bertrand,Pierre,1985-02-21,2011-10-13,"12, boulevard Paul",LombardVille,France,Europe,06 48 16 53 35,57368,martinegay@roche.com
760,Raynaud,Sabine,1936-01-10,2009-11-19,boulevard de Marion,Laporte,France,Europe,+33 (0)1 03 01 30 98,50676,olivier49@meunier.org
761,Lacroix,Thomas,1973-11-02,2017-07-26,"1, rue Rossi",NicolasVille,France,Europe,,19813,charlesrobert@orange.fr
762,Vallée,Adrienne,1993-11-06,2017-06-10,rue Bertrand Menard,Costa,France,Europe,+33 (0)2 95 77 80 35,12869,bbesnard@wanadoo.fr
763,Klein,Pauline,2002-03-02,2014-04-02,"79, chemin Céline Blondel",Perrierdan,France,Europe,+33 2 00 60 94 13,36244,philippine92@dbmail.com
764,Boulanger,Christelle,1976-05-25,2017-01-24,avenue Andrée Neveu,Lemaître-sur-Mer,France,Europe,,19980,barthelemybernard@lenoir.fr
765,Riou,Joseph,1981-07-04,2022-04-28,"1, boulevard Inès Bourgeois",Jeannec,France,Europe,,79403,pintomartine@orange.fr
766,Bouvier,Guillaume,1988-04-03,2011-03-30,rue Thomas,Huetboeuf,France,Europe,+33 (0)1 52 56 07 89,52967,huguesmorvan@hubert.com
767,Michel,Georges,1978-08-17,2018-01-21,"4, rue Dorothée Garnier",Saint MichelleBourg,France,Europe,,82206,hrobin@goncalves.net
768,Guillaume,Lorraine,1950-07-03,2016-02-26,"29, avenue Antoine",Breton,France,Europe,0805397544,93698,alixblin@laposte.net
769,Langlois,Robert,1996-04-19,2014-03-06T14:30:56.287485,"30, chemin de Simon",Hebert-sur-Mer,France,Europe,,91728,grichard@hotmail.fr
770,Peltier,Élodie,1934-01-22,2014-03-06T14:30:56.287485,"696, boulevard Margot Nicolas",Chauveau,France,Europe,,94855,sbertin@noos.fr
771,Vallée,Claude,2000-07-06,2010-11-29,"57, avenue Valette",Picardnec,France,Europe,,39261,elisabeth71@laposte.net
772,Legros,Sylvie,1980-07-30,2014-03-06T14:30:56.287485,"20, rue Faure",Vidaldan,France,Europe,+33 (0)8 02 69 31 04,82029,amelieroux@adam.org
773,Costa,Christelle,1977-03-10,2011-07-05,"65, chemin Chartier",Benard-les-Bains,France,Europe,01 35 01 52 05,77722,kvalentin@meunier.com
774,Julien,Philippe,1973-04-03,2017-06-20,"31, boulevard de Michaud",Léger-sur-Mer,France,Europe,0147113741,95628,margauxrenault@free.fr
775,Renaud,Théodore,1975-01-20,2016-02-06,"48, boulevard Gomez",David-sur-Garnier,France,Europe,+33 6 98 30 16 80,32519,frederiqueguerin@tiscali.fr
776,Bodin,Marcelle,1946-05-29,2013-02-19,"23, boulevard Anouk Rossi",Fischer-sur-Mer,France,Europe,,41059,garciaagathe@laposte.net
777,Grondin,Margaux,1986-10-03,2016-07-30,"67, chemin de Toussaint",Vallée,France,Europe,+33 5 86 38 17 30,57972,audrey06@sfr.fr
778,Michel,Charlotte,1937-05-10,2016-12-28,"46, avenue Leclercq",Toussaint,France,Europe,+33 1 11 93 78 66,14431,sauvagelaetitia@bernier.fr
779,Schmitt,Philippe,1994-12-11,2014-03-06T14:30:56.287485,"281, chemin Danielle Collin",Mallet-sur-Mer,France,Europe,05 83 64 76 58,97414,monique18@laposte.net
780,Loiseau,Dorothée,1956-01-09,2014-04-14,"39, rue Simon",Leleu,France,Europe,0489121494,15643,robinluc@sfr.fr
781,Gilbert,Susanne,1976-06-11,2014-03-06T14:30:56.287485,"70, rue de Duhamel",Morel,France,Europe,,77868,constance37@live.com
782,Gilles,Arthur,1937-08-11,2014-03-06T14:30:56.287485,"489, chemin Isabelle Hardy",Lebrunnec,France,Europe,02 63 22 79 76,24829,claroche@bigot.com
783,Pires,Georges,1940-02-23,2018-10-09,"5, rue Dupuy",Berger-sur-Fernandes,France,Europe,+33 3 02 14 94 44,91550,louisejacquet@club-internet.fr
784,Bouchet,Thomas,1975-09-05,2009-10-10,"68, boulevard Véronique Maréchal",Louis-sur-Mer,France,Europe,+33 8 01 03 64 82,33394,zvidal@rousset.fr
785,Maury,Stéphane,1981-10-28,2014-12-12,rue Dominique Royer,Michel-les-Bains,France,Europe,,64251,scollet@dupuy.net
786,Léger,Aimé,1991-03-02,2014-03-16,"813, chemin de Bonneau",Sainte Pauline,France,Europe,+33 (0)1 25 52 38 33,12823,grenieremilie@bouygtel.fr
787,Guillet,Pauline,1981-12-11,2021-05-12,"482, rue Sophie Hamon",Saint Margaud-sur-Mer,France,Europe,,22050,mathildebazin@tele2.fr
